game_id,season,week,home_team,away_team,home_score,away_score,home_win,home_team_avg_points_for,home_team_avg_points_against,away_team_avg_points_for,away_team_avg_points_against
2023_14_SEA_SF,2023,14,SF,SEA,28,16,1,27.15625,16.625,23.133333333333333,24.4
2023_14_TB_ATL,2023,14,ATL,TB,25,29,0,20.379310344827587,21.586206896551722,18.666666666666668,21.133333333333333
2023_14_TEN_MIA,2023,14,MIA,TEN,27,28,0,27.066666666666666,23.3,17.620689655172413,21.17241379310345
2023_15_ATL_CAR,2023,15,CAR,ATL,9,7,1,18.133333333333333,23.833333333333332,20.533333333333335,21.833333333333332
2023_15_BAL_JAX,2023,15,JAX,BAL,7,23,0,23.96875,21.78125,23.483870967741936,17.967741935483872
2023_15_CHI_CLE,2023,15,CLE,CHI,20,17,1,21.666666666666668,21.766666666666666,19.866666666666667,25.733333333333334
2023_15_DAL_BUF,2023,15,BUF,DAL,31,10,1,27.322580645161292,18.967741935483872,29.09375,19.0
2023_15_DEN_DET,2023,15,DET,DEN,42,17,1,26.433333333333334,24.7,19.133333333333333,22.266666666666666
2023_15_HOU_TEN,2023,15,TEN,HOU,16,19,0,17.966666666666665,21.366666666666667,19.2,23.3
2023_15_KC_NE,2023,15,NE,KC,17,27,0,17.766666666666666,20.633333333333333,26.545454545454547,20.363636363636363
2023_15_LAC_LV,2023,15,LV,LAC,63,21,1,19.9,22.566666666666666,22.677419354838708,22.483870967741936
2023_15_MIN_CIN,2023,15,CIN,MIN,27,24,1,24.03125,20.59375,23.032258064516128,22.580645161290324
2023_15_NYG_NO,2023,15,NO,NYG,24,6,1,20.5,20.2,18.3125,23.34375
2023_15_NYJ_MIA,2023,15,MIA,NYJ,30,0,1,27.06451612903226,23.451612903225808,16.566666666666666,19.1
2023_15_PHI_SEA,2023,15,SEA,PHI,20,17,1,22.903225806451612,24.516129032258064,27.96969696969697,21.727272727272727
2023_15_PIT_IND,2023,15,IND,PIT,30,13,1,20.1,25.233333333333334,17.266666666666666,19.866666666666667
2023_15_SF_ARI,2023,15,ARI,SF,29,45,0,19.0,26.0,27.181818181818183,16.606060606060606
2023_15_TB_GB,2023,15,GB,TB,20,34,0,21.666666666666668,21.266666666666666,19.0,21.258064516129032
2023_15_WAS_LA,2023,15,LA,WAS,28,20,1,20.2,22.466666666666665,19.4,24.6
2023_16_ARI_CHI,2023,16,CHI,ARI,27,16,1,19.774193548387096,25.548387096774192,19.322580645161292,26.612903225806452
2023_16_BAL_SF,2023,16,SF,BAL,19,33,0,27.705882352941178,16.970588235294116,23.46875,17.625
2023_16_BUF_LAC,2023,16,LAC,BUF,22,24,0,22.625,23.75,27.4375,18.6875
2023_16_CIN_PIT,2023,16,PIT,CIN,34,11,1,17.129032258064516,20.193548387096776,24.12121212121212,20.696969696969695
2023_16_CLE_HOU,2023,16,HOU,CLE,22,36,0,19.193548387096776,23.06451612903226,21.612903225806452,21.612903225806452
2023_16_DAL_MIA,2023,16,MIA,DAL,22,20,1,27.15625,22.71875,28.515151515151516,19.363636363636363
2023_16_DET_MIN,2023,16,MIN,DET,24,30,0,23.0625,22.71875,26.93548387096774,24.451612903225808
2023_16_GB_CAR,2023,16,CAR,GB,30,33,0,17.838709677419356,23.29032258064516,21.612903225806452,21.677419354838708
2023_16_IND_ATL,2023,16,ATL,IND,29,10,1,20.096774193548388,21.419354838709676,20.419354838709676,24.838709677419356
2023_16_JAX_TB,2023,16,TB,JAX,30,12,1,19.46875,21.21875,23.454545454545453,21.818181818181817
2023_16_LV_KC,2023,16,KC,LV,14,20,0,26.558823529411764,20.264705882352942,21.29032258064516,22.516129032258064
2023_16_NE_DEN,2023,16,DEN,NE,23,26,0,19.06451612903226,22.903225806451612,17.741935483870968,20.838709677419356
2023_16_NO_LA,2023,16,LA,NO,30,22,1,20.451612903225808,22.387096774193548,20.612903225806452,19.741935483870968
2023_16_NYG_PHI,2023,16,PHI,NYG,33,25,1,27.647058823529413,21.676470588235293,17.939393939393938,23.363636363636363
2023_16_SEA_TEN,2023,16,TEN,SEA,17,20,0,17.903225806451612,21.29032258064516,22.8125,24.28125
2023_16_WAS_NYJ,2023,16,NYJ,WAS,30,28,1,16.032258064516128,19.451612903225808,19.419354838709676,24.70967741935484
2023_17_ARI_PHI,2023,17,PHI,ARI,31,35,0,27.8,21.771428571428572,19.21875,26.625
2023_17_ATL_CHI,2023,17,CHI,ATL,37,17,1,20.0,25.25,20.375,21.0625
2023_17_CAR_JAX,2023,17,JAX,CAR,26,0,1,23.11764705882353,22.058823529411764,18.21875,23.59375
2023_17_CIN_KC,2023,17,KC,CIN,25,17,1,26.2,20.257142857142856,23.735294117647058,21.08823529411765
2023_17_DET_DAL,2023,17,DAL,DET,20,19,1,28.264705882352942,19.441176470588236,27.03125,24.4375
2023_17_GB_MIN,2023,17,MIN,GB,10,33,0,23.09090909090909,22.939393939393938,21.96875,21.9375
2023_17_LAC_DEN,2023,17,DEN,LAC,16,9,1,19.1875,23.0,22.606060606060606,23.757575757575758
2023_17_LA_NYG,2023,17,NYG,LA,25,26,0,18.147058823529413,23.647058823529413,20.75,22.375
2023_17_LV_IND,2023,17,IND,LV,23,20,1,20.09375,24.96875,21.25,22.25
2023_17_MIA_BAL,2023,17,BAL,MIA,56,19,1,23.757575757575758,17.666666666666668,27.0,22.636363636363637
2023_17_NE_BUF,2023,17,BUF,NE,27,21,1,27.333333333333332,18.78787878787879,18.0,20.90625
2023_17_NO_TB,2023,17,TB,NO,13,23,0,19.78787878787879,20.939393939393938,20.65625,20.0625
2023_17_NYJ_CLE,2023,17,CLE,NYJ,37,20,1,22.0625,21.625,16.46875,19.71875
2023_17_PIT_SEA,2023,17,SEA,PIT,23,30,0,22.727272727272727,24.060606060606062,17.65625,19.90625
2023_17_SF_WAS,2023,17,WAS,SF,10,27,0,19.6875,24.875,27.457142857142856,17.428571428571427
2023_17_TEN_HOU,2023,17,HOU,TEN,26,3,1,19.28125,23.46875,17.875,21.25
2023_18_ATL_NO,2023,18,NO,ATL,48,17,1,20.727272727272727,19.848484848484848,20.272727272727273,21.545454545454547
2023_18_BUF_MIA,2023,18,MIA,BUF,14,21,0,26.764705882352942,23.61764705882353,27.323529411764707,18.852941176470587
2023_18_CHI_GB,2023,18,GB,CHI,17,9,1,22.303030303030305,21.575757575757574,20.515151515151516,25.0
2023_18_CLE_CIN,2023,18,CIN,CLE,31,14,1,23.542857142857144,21.2,22.515151515151516,21.575757575757574
2023_18_DAL_WAS,2023,18,WAS,DAL,10,38,0,19.393939393939394,24.939393939393938,28.02857142857143,19.428571428571427
2023_18_DEN_LV,2023,18,LV,DEN,27,14,1,21.21212121212121,22.272727272727273,19.09090909090909,22.575757575757574
2023_18_HOU_IND,2023,18,IND,HOU,19,23,0,20.181818181818183,24.818181818181817,19.484848484848484,22.848484848484848
2023_18_JAX_TEN,2023,18,TEN,JAX,28,20,1,17.424242424242426,21.393939393939394,23.2,21.428571428571427
2023_18_KC_LAC,2023,18,LAC,KC,12,13,0,22.205882352941178,23.529411764705884,26.166666666666668,20.166666666666668
2023_18_LA_SF,2023,18,SF,LA,20,21,0,27.444444444444443,17.22222222222222,20.90909090909091,22.454545454545453
2023_18_MIN_DET,2023,18,DET,MIN,30,20,1,26.78787878787879,24.303030303030305,22.705882352941178,23.235294117647058
2023_18_NYJ_NE,2023,18,NE,NYJ,3,17,0,18.09090909090909,21.09090909090909,16.575757575757574,20.242424242424242
2023_18_PHI_NYG,2023,18,NYG,PHI,27,10,1,18.34285714285714,23.714285714285715,27.88888888888889,22.13888888888889
2023_18_PIT_BAL,2023,18,BAL,PIT,10,17,0,24.705882352941178,17.705882352941178,18.03030303030303,20.0
2023_18_SEA_ARI,2023,18,ARI,SEA,20,21,0,19.696969696969695,26.757575757575758,22.735294117647058,24.235294117647058
2023_18_TB_CAR,2023,18,CAR,TB,0,9,0,17.666666666666668,23.666666666666668,19.58823529411765,21.0
2023_19_CLE_HOU,2023,19,HOU,CLE,45,14,1,19.58823529411765,22.735294117647058,22.264705882352942,21.852941176470587
2023_19_GB_DAL,2023,19,DAL,GB,32,48,0,28.305555555555557,19.166666666666668,22.147058823529413,21.205882352941178
2023_19_LA_DET,2023,19,DET,LA,24,23,1,26.88235294117647,24.176470588235293,20.91176470588235,22.38235294117647
2023_19_MIA_KC,2023,19,KC,MIA,26,7,1,25.81081081081081,19.945945945945947,26.4,23.542857142857144
2023_19_PHI_TB,2023,19,TB,PHI,32,9,1,19.285714285714285,20.4,27.405405405405407,22.27027027027027
2023_19_PIT_BUF,2023,19,BUF,PIT,31,17,1,27.142857142857142,18.714285714285715,18.0,19.705882352941178
2023_20_GB_SF,2023,20,SF,GB,24,21,1,27.243243243243242,17.324324324324323,22.885714285714286,21.514285714285716
2023_20_HOU_BAL,2023,20,BAL,HOU,34,10,1,24.285714285714285,17.685714285714287,20.314285714285713,22.485714285714284
2023_20_KC_BUF,2023,20,BUF,KC,24,27,0,27.25,18.666666666666668,25.81578947368421,19.605263157894736
2023_20_TB_DET,2023,20,DET,TB,31,23,1,26.8,24.142857142857142,19.63888888888889,20.083333333333332
2023_21_DET_SF,2023,21,SF,DET,34,31,1,27.157894736842106,17.42105263157895,26.916666666666668,24.11111111111111
2023_21_KC_BAL,2023,21,BAL,KC,10,17,0,24.555555555555557,17.47222222222222,25.846153846153847,19.71794871794872
2023_22_SF_KC,2023,22,KC,SF,25,22,1,25.625,19.475,27.333333333333332,17.76923076923077
2024_01_ARI_BUF,2024,1,BUF,ARI,34,28,1,27.16216216216216,18.89189189189189,19.705882352941178,26.58823529411765
2024_01_BAL_KC,2024,1,KC,BAL,27,20,1,25.609756097560975,19.536585365853657,24.16216216216216,17.45945945945946
2024_01_CAR_NO,2024,1,NO,CAR,47,10,1,21.529411764705884,19.764705882352942,17.147058823529413,23.235294117647058
2024_01_DAL_CLE,2024,1,CLE,DAL,17,33,0,22.02857142857143,22.514285714285716,28.405405405405407,19.945945945945947
2024_01_DEN_SEA,2024,1,SEA,DEN,26,20,1,22.685714285714287,24.114285714285714,18.941176470588236,22.705882352941178
2024_01_GB_PHI,2024,1,PHI,GB,34,29,1,26.92105263157895,22.526315789473685,22.833333333333332,21.583333333333332
2024_01_HOU_IND,2024,1,IND,HOU,27,29,0,20.147058823529413,24.764705882352942,20.02777777777778,22.805555555555557
2024_01_JAX_MIA,2024,1,MIA,JAX,20,17,1,25.86111111111111,23.61111111111111,23.11111111111111,21.61111111111111
2024_01_LA_DET,2024,1,DET,LA,26,20,1,27.027027027027028,24.37837837837838,20.97142857142857,22.428571428571427
2024_01_LV_LAC,2024,1,LAC,LV,22,10,1,21.914285714285715,23.228571428571428,21.38235294117647,22.029411764705884
2024_01_MIN_NYG,2024,1,NYG,MIN,6,28,0,18.583333333333332,23.333333333333332,22.62857142857143,23.428571428571427
2024_01_NE_CIN,2024,1,CIN,NE,10,16,0,23.75,21.0,17.647058823529413,20.970588235294116
2024_01_NYJ_SF,2024,1,SF,NYJ,32,19,1,27.2,17.95,16.58823529411765,19.735294117647058
2024_01_PIT_ATL,2024,1,ATL,PIT,10,18,0,20.176470588235293,22.323529411764707,17.97142857142857,20.02857142857143
2024_01_TEN_CHI,2024,1,CHI,TEN,24,17,1,20.176470588235293,24.764705882352942,17.735294117647058,21.352941176470587
2024_01_WAS_TB,2024,1,TB,WAS,37,20,1,19.72972972972973,20.37837837837838,19.11764705882353,25.323529411764707
2024_02_ATL_PHI,2024,2,PHI,ATL,21,22,0,27.102564102564102,22.692307692307693,19.885714285714286,22.2
2024_02_BUF_MIA,2024,2,MIA,BUF,10,31,0,25.7027027027027,23.43243243243243,27.342105263157894,19.13157894736842
2024_02_CHI_HOU,2024,2,HOU,CHI,19,13,1,20.27027027027027,22.91891891891892,20.285714285714285,24.542857142857144
2024_02_CIN_KC,2024,2,KC,CIN,26,25,1,25.642857142857142,19.547619047619047,23.37837837837838,20.864864864864863
2024_02_CLE_JAX,2024,2,JAX,CLE,13,18,0,22.945945945945947,21.56756756756757,21.88888888888889,22.805555555555557
2024_02_IND_GB,2024,2,GB,IND,16,10,1,23.0,21.91891891891892,20.34285714285714,24.885714285714286
2024_02_LAC_CAR,2024,2,CAR,LAC,3,26,0,16.942857142857143,23.914285714285715,21.916666666666668,22.86111111111111
2024_02_LA_ARI,2024,2,ARI,LA,41,10,1,19.942857142857143,26.8,20.944444444444443,22.52777777777778
2024_02_LV_BAL,2024,2,BAL,LV,23,26,0,24.05263157894737,17.710526315789473,21.057142857142857,22.02857142857143
2024_02_NO_DAL,2024,2,DAL,NO,19,44,0,28.526315789473685,19.86842105263158,22.257142857142856,19.485714285714284
2024_02_NYG_WAS,2024,2,WAS,NYG,21,18,1,19.142857142857142,25.65714285714286,18.243243243243242,23.45945945945946
2024_02_NYJ_TEN,2024,2,TEN,NYJ,17,24,0,17.714285714285715,21.428571428571427,16.65714285714286,20.085714285714285
2024_02_PIT_DEN,2024,2,DEN,PIT,6,13,0,18.97142857142857,22.8,17.97222222222222,19.75
2024_02_SEA_NE,2024,2,NE,SEA,20,23,0,17.6,20.65714285714286,22.77777777777778,24.0
2024_02_SF_MIN,2024,2,MIN,SF,23,17,1,22.77777777777778,22.944444444444443,27.317073170731707,17.975609756097562
2024_02_TB_DET,2024,2,DET,TB,16,20,0,27.0,24.263157894736842,20.18421052631579,20.36842105263158
2024_03_BAL_DAL,2024,3,DAL,BAL,25,28,0,28.28205128205128,20.487179487179485,24.025641025641026,17.923076923076923
2024_03_CAR_LV,2024,3,LV,CAR,22,36,0,21.194444444444443,22.055555555555557,16.555555555555557,23.97222222222222
2024_03_CHI_IND,2024,3,IND,CHI,21,16,1,20.055555555555557,24.63888888888889,20.083333333333332,24.38888888888889
2024_03_DEN_TB,2024,3,TB,DEN,7,26,0,20.17948717948718,20.256410256410255,18.61111111111111,22.52777777777778
2024_03_DET_ARI,2024,3,ARI,DET,13,20,0,20.52777777777778,26.333333333333332,26.71794871794872,24.153846153846153
2024_03_GB_TEN,2024,3,TEN,GB,14,30,0,17.694444444444443,21.5,22.81578947368421,21.605263157894736
2024_03_HOU_MIN,2024,3,MIN,HOU,34,7,1,22.783783783783782,22.783783783783782,20.236842105263158,22.657894736842106
2024_03_JAX_BUF,2024,3,BUF,JAX,47,10,1,27.435897435897434,18.897435897435898,22.68421052631579,21.473684210526315
2024_03_KC_ATL,2024,3,ATL,KC,17,22,0,19.944444444444443,22.166666666666668,25.651162790697676,19.674418604651162
2024_03_LAC_PIT,2024,3,PIT,LAC,20,10,1,17.83783783783784,19.37837837837838,22.027027027027028,22.324324324324323
2024_03_MIA_SEA,2024,3,SEA,MIA,24,3,1,22.783783783783782,23.89189189189189,25.289473684210527,23.63157894736842
2024_03_NE_NYJ,2024,3,NYJ,NE,24,3,1,16.86111111111111,20.0,17.666666666666668,20.72222222222222
2024_03_NYG_CLE,2024,3,CLE,NYG,15,21,0,21.783783783783782,22.54054054054054,18.236842105263158,23.394736842105264
2024_03_PHI_NO,2024,3,NO,PHI,12,15,0,22.86111111111111,19.47222222222222,26.95,22.675
2024_03_SF_LA,2024,3,LA,SF,27,24,1,20.64864864864865,23.027027027027028,27.071428571428573,18.095238095238095
2024_03_WAS_CIN,2024,3,CIN,WAS,33,38,0,23.42105263157895,21.0,19.194444444444443,25.444444444444443
2024_04_BUF_BAL,2024,4,BAL,BUF,35,10,1,24.125,18.1,27.925,18.675
2024_04_CIN_CAR,2024,4,CAR,CIN,24,34,0,17.08108108108108,23.91891891891892,23.666666666666668,21.435897435897434
2024_04_CLE_LV,2024,4,LV,CLE,20,16,1,21.216216216216218,22.43243243243243,21.605263157894736,22.5
2024_04_DAL_NYG,2024,4,NYG,DAL,15,20,0,18.307692307692307,23.17948717948718,28.2,20.675
2024_04_DEN_NYJ,2024,4,NYJ,DEN,9,10,0,17.054054054054053,19.54054054054054,18.81081081081081,22.10810810810811
2024_04_JAX_HOU,2024,4,HOU,JAX,24,20,1,19.897435897435898,22.94871794871795,22.358974358974358,22.128205128205128
2024_04_KC_LAC,2024,4,LAC,KC,10,17,0,21.710526315789473,22.263157894736842,25.568181818181817,19.613636363636363
2024_04_LA_CHI,2024,4,CHI,LA,24,18,1,19.972972972972972,24.2972972972973,20.81578947368421,23.05263157894737
2024_04_MIN_GB,2024,4,GB,MIN,29,31,0,23.0,21.41025641025641,23.07894736842105,22.36842105263158
2024_04_NE_SF,2024,4,SF,NE,30,13,1,27.0,18.302325581395348,17.27027027027027,20.81081081081081
2024_04_NO_ATL,2024,4,ATL,NO,26,24,1,19.864864864864863,22.16216216216216,22.56756756756757,19.35135135135135
2024_04_PHI_TB,2024,4,TB,PHI,33,16,1,19.85,20.4,26.658536585365855,22.414634146341463
2024_04_PIT_IND,2024,4,IND,PIT,27,24,1,20.08108108108108,24.405405405405407,17.894736842105264,19.13157894736842
2024_04_SEA_DET,2024,4,DET,SEA,42,29,1,26.55,23.875,22.81578947368421,23.342105263157894
2024_04_TEN_MIA,2024,4,MIA,TEN,12,31,0,24.71794871794872,23.641025641025642,17.594594594594593,21.72972972972973
2024_04_WAS_ARI,2024,4,ARI,WAS,14,42,0,20.324324324324323,26.16216216216216,19.7027027027027,25.64864864864865
2024_05_ARI_SF,2024,5,SF,ARI,23,24,0,27.068181818181817,18.181818181818183,20.157894736842106,26.57894736842105
2024_05_BAL_CIN,2024,5,CIN,BAL,38,41,0,23.925,21.5,24.390243902439025,17.902439024390244
2024_05_BUF_HOU,2024,5,HOU,BUF,23,20,1,20.0,22.875,27.48780487804878,19.073170731707318
2024_05_CAR_CHI,2024,5,CHI,CAR,36,10,1,20.07894736842105,24.13157894736842,17.263157894736842,24.18421052631579
2024_05_CLE_WAS,2024,5,WAS,CLE,34,13,1,20.289473684210527,25.342105263157894,21.46153846153846,22.435897435897434
2024_05_DAL_PIT,2024,5,PIT,DAL,17,20,0,18.05128205128205,19.333333333333332,28.0,20.536585365853657
2024_05_GB_LA,2024,5,LA,GB,19,24,0,20.743589743589745,23.076923076923077,23.15,21.65
2024_05_IND_JAX,2024,5,JAX,IND,37,34,1,22.3,22.175,20.263157894736842,24.394736842105264
2024_05_LV_DEN,2024,5,DEN,LV,34,18,1,18.57894736842105,21.763157894736842,21.18421052631579,22.263157894736842
2024_05_MIA_NE,2024,5,NE,MIA,10,15,0,17.157894736842106,21.05263157894737,24.4,23.825
2024_05_NO_KC,2024,5,KC,NO,26,13,1,25.377777777777776,19.4,22.605263157894736,19.526315789473685
2024_05_NYG_SEA,2024,5,SEA,NYG,20,29,0,22.974358974358974,23.82051282051282,18.225,23.1
2024_05_NYJ_MIN,2024,5,MIN,NYJ,23,17,1,23.28205128205128,22.53846153846154,16.842105263157894,19.289473684210527
2024_05_TB_ATL,2024,5,ATL,TB,36,30,1,20.026315789473685,22.210526315789473,20.170731707317074,20.29268292682927
2024_06_ARI_GB,2024,6,GB,ARI,34,13,1,23.170731707317074,21.585365853658537,20.256410256410255,26.487179487179485
2024_06_ATL_CAR,2024,6,CAR,ATL,20,38,0,17.076923076923077,24.487179487179485,20.435897435897434,22.41025641025641
2024_06_BUF_NYJ,2024,6,NYJ,BUF,20,23,0,16.846153846153847,19.384615384615383,27.30952380952381,19.166666666666668
2024_06_CIN_NYG,2024,6,NYG,CIN,7,17,0,18.48780487804878,23.024390243902438,24.26829268292683,21.975609756097562
2024_06_CLE_PHI,2024,6,PHI,CLE,20,16,1,26.404761904761905,22.666666666666668,21.25,22.725
2024_06_DET_DAL,2024,6,DAL,DET,9,47,0,27.80952380952381,20.452380952380953,26.926829268292682,24.0
2024_06_HOU_NE,2024,6,NE,HOU,21,41,0,16.974358974358974,20.897435897435898,20.073170731707318,22.804878048780488
2024_06_IND_TEN,2024,6,TEN,IND,17,20,0,17.94736842105263,21.473684210526315,20.615384615384617,24.71794871794872
2024_06_JAX_CHI,2024,6,CHI,JAX,35,16,1,20.487179487179485,23.76923076923077,22.658536585365855,22.463414634146343
2024_06_LAC_DEN,2024,6,DEN,LAC,16,23,0,18.974358974358974,21.666666666666668,21.41025641025641,22.128205128205128
2024_06_PIT_LV,2024,6,LV,PIT,13,32,0,21.102564102564102,22.564102564102566,18.025,19.35
2024_06_SF_SEA,2024,6,SEA,SF,24,36,0,22.9,23.95,26.977777777777778,18.31111111111111
2024_06_TB_NO,2024,6,NO,TB,27,51,0,22.358974358974358,19.692307692307693,20.404761904761905,20.666666666666668
2024_06_WAS_BAL,2024,6,BAL,WAS,30,23,1,24.785714285714285,18.38095238095238,20.641025641025642,25.025641025641026
2024_07_BAL_TB,2024,7,TB,BAL,31,41,0,21.11627906976744,20.813953488372093,24.906976744186046,18.488372093023255
2024_07_CAR_WAS,2024,7,WAS,CAR,40,7,1,20.7,25.15,17.15,24.825
2024_07_CIN_CLE,2024,7,CLE,CIN,14,21,0,21.121951219512194,22.658536585365855,24.095238095238095,21.61904761904762
2024_07_DEN_NO,2024,7,NO,DEN,10,33,0,22.475,20.475,18.9,21.7
2024_07_DET_MIN,2024,7,MIN,DET,29,31,0,23.275,22.4,27.404761904761905,23.642857142857142
2024_07_HOU_GB,2024,7,GB,HOU,24,22,1,23.428571428571427,21.38095238095238,20.571428571428573,22.761904761904763
2024_07_KC_SF,2024,7,SF,KC,18,28,0,27.17391304347826,18.434782608695652,25.391304347826086,19.26086956521739
2024_07_LAC_ARI,2024,7,ARI,LAC,17,15,1,20.075,26.675,21.45,21.975
2024_07_LV_LA,2024,7,LA,LV,20,15,1,20.7,23.1,20.9,22.8
2024_07_MIA_IND,2024,7,IND,MIA,16,10,1,20.6,24.525,24.170731707317074,23.48780487804878
2024_07_NE_JAX,2024,7,JAX,NE,32,16,1,22.5,22.761904761904763,17.075,21.4
2024_07_NYJ_PIT,2024,7,PIT,NYJ,37,15,1,18.365853658536587,19.195121951219512,16.925,19.475
2024_07_PHI_NYG,2024,7,NYG,PHI,3,28,0,18.214285714285715,22.88095238095238,26.25581395348837,22.511627906976745
2024_07_SEA_ATL,2024,7,ATL,SEA,14,34,0,20.875,22.35,22.926829268292682,24.24390243902439
2024_07_TEN_BUF,2024,7,BUF,TEN,34,10,1,27.209302325581394,19.186046511627907,17.923076923076923,21.435897435897434
2024_08_ARI_MIA,2024,8,MIA,ARI,27,28,0,23.833333333333332,23.30952380952381,20.0,26.390243902439025
2024_08_ATL_TB,2024,8,TB,ATL,26,31,0,21.34090909090909,21.272727272727273,20.70731707317073,22.634146341463413
2024_08_BAL_CLE,2024,8,CLE,BAL,29,24,1,20.952380952380953,22.61904761904762,25.272727272727273,18.772727272727273
2024_08_BUF_SEA,2024,8,SEA,BUF,10,31,0,23.19047619047619,24.0,27.363636363636363,18.977272727272727
2024_08_CAR_DEN,2024,8,DEN,CAR,28,14,1,19.24390243902439,21.414634146341463,16.902439024390244,25.195121951219512
2024_08_CHI_WAS,2024,8,WAS,CHI,18,15,1,21.170731707317074,24.70731707317073,20.85,23.575
2024_08_DAL_SF,2024,8,SF,DAL,30,24,1,26.97872340425532,18.638297872340427,27.372093023255815,21.069767441860463
2024_08_GB_JAX,2024,8,JAX,GB,27,30,0,22.72093023255814,22.6046511627907,23.441860465116278,21.3953488372093
2024_08_IND_HOU,2024,8,HOU,IND,23,20,1,20.6046511627907,22.790697674418606,20.48780487804878,24.170731707317074
2024_08_KC_LV,2024,8,LV,KC,20,27,0,20.75609756097561,22.73170731707317,25.4468085106383,19.23404255319149
2024_08_MIN_LA,2024,8,LA,MIN,30,20,1,20.682926829268293,22.902439024390244,23.414634146341463,22.609756097560975
2024_08_NO_LAC,2024,8,LAC,NO,26,8,1,21.29268292682927,21.853658536585368,22.170731707317074,20.78048780487805
2024_08_NYG_PIT,2024,8,PIT,NYG,26,18,1,18.80952380952381,19.095238095238095,17.86046511627907,23.0
2024_08_NYJ_NE,2024,8,NE,NYJ,25,22,1,17.048780487804876,21.658536585365855,16.878048780487806,19.902439024390244
2024_08_PHI_CIN,2024,8,CIN,PHI,17,37,0,24.023255813953487,21.441860465116278,26.295454545454547,22.068181818181817
2024_08_TEN_DET,2024,8,DET,TEN,52,14,1,27.488372093023255,23.767441860465116,17.725,21.75
2024_09_CHI_ARI,2024,9,ARI,CHI,29,9,1,20.19047619047619,26.404761904761905,20.70731707317073,23.4390243902439
2024_09_DAL_ATL,2024,9,ATL,DAL,27,21,1,20.952380952380953,22.714285714285715,27.295454545454547,21.272727272727273
2024_09_DEN_BAL,2024,9,BAL,DEN,41,10,1,25.244444444444444,19.0,19.452380952380953,21.238095238095237
2024_09_DET_GB,2024,9,GB,DET,14,24,0,23.59090909090909,21.522727272727273,28.045454545454547,23.545454545454547
2024_09_HOU_NYJ,2024,9,NYJ,HOU,21,13,1,17.0,20.023809523809526,20.65909090909091,22.727272727272727
2024_09_IND_MIN,2024,9,MIN,IND,21,13,1,23.333333333333332,22.785714285714285,20.476190476190474,24.142857142857142
2024_09_JAX_PHI,2024,9,PHI,JAX,28,23,1,26.533333333333335,21.955555555555556,22.818181818181817,22.772727272727273
2024_09_LAC_CLE,2024,9,CLE,LAC,10,27,0,21.13953488372093,22.651162790697676,21.404761904761905,21.523809523809526
2024_09_LA_SEA,2024,9,SEA,LA,20,26,0,22.88372093023256,24.162790697674417,20.904761904761905,22.833333333333332
2024_09_LV_CIN,2024,9,CIN,LV,41,24,1,23.863636363636363,21.795454545454547,20.738095238095237,22.833333333333332
2024_09_MIA_BUF,2024,9,BUF,MIA,30,27,1,27.444444444444443,18.77777777777778,23.906976744186046,23.41860465116279
2024_09_NE_TEN,2024,9,TEN,NE,20,17,1,17.634146341463413,22.48780487804878,17.238095238095237,21.666666666666668
2024_09_NO_CAR,2024,9,CAR,NO,23,22,1,16.833333333333332,25.261904761904763,21.833333333333332,20.904761904761905
2024_09_TB_KC,2024,9,KC,TB,30,24,1,25.479166666666668,19.25,21.444444444444443,21.488888888888887
2024_09_WAS_NYG,2024,9,NYG,WAS,22,27,0,17.863636363636363,23.068181818181817,21.095238095238095,24.476190476190474
2024_10_ATL_NO,2024,10,NO,ATL,20,17,1,21.837209302325583,20.953488372093023,21.093023255813954,22.674418604651162
2024_10_BUF_IND,2024,10,IND,BUF,20,30,0,20.302325581395348,24.069767441860463,27.5,18.956521739130434
2024_10_CIN_BAL,2024,10,BAL,CIN,35,34,1,25.58695652173913,18.804347826086957,24.244444444444444,21.844444444444445
2024_10_DEN_KC,2024,10,KC,DEN,16,14,1,25.571428571428573,19.346938775510203,19.232558139534884,21.697674418604652
2024_10_DET_HOU,2024,10,HOU,DET,23,26,0,20.488888888888887,22.68888888888889,27.955555555555556,23.333333333333332
2024_10_MIA_LA,2024,10,LA,MIA,15,23,0,21.023255813953487,22.767441860465116,23.977272727272727,23.568181818181817
2024_10_MIN_JAX,2024,10,JAX,MIN,7,12,0,22.822222222222223,22.88888888888889,23.27906976744186,22.558139534883722
2024_10_NE_CHI,2024,10,CHI,NE,3,19,0,20.428571428571427,23.571428571428573,17.232558139534884,21.627906976744185
2024_10_NYG_CAR,2024,10,CAR,NYG,20,17,1,16.976744186046513,25.186046511627907,17.955555555555556,23.155555555555555
2024_10_NYJ_ARI,2024,10,ARI,NYJ,31,6,1,20.3953488372093,26.0,17.093023255813954,19.86046511627907
2024_10_PHI_DAL,2024,10,DAL,PHI,6,34,0,27.155555555555555,21.4,26.565217391304348,21.97826086956522
2024_10_PIT_WAS,2024,10,WAS,PIT,27,28,0,21.232558139534884,24.41860465116279,18.976744186046513,19.069767441860463
2024_10_SF_TB,2024,10,TB,SF,20,23,0,21.5,21.67391304347826,27.041666666666668,18.75
2024_10_TEN_LAC,2024,10,LAC,TEN,27,17,1,21.53488372093023,21.25581395348837,17.69047619047619,22.357142857142858
