game_id,season,week,home_team,away_team,home_score,away_score,home_win,home_team_avg_points_for,home_team_avg_points_against,away_team_avg_points_for,away_team_avg_points_against
2022_17_NO_PHI,2022,17,PHI,NO,10,20,0,29.666666666666668,20.533333333333335,20.2,21.666666666666668
2022_17_NYJ_SEA,2022,17,SEA,NYJ,23,6,1,24.333333333333332,25.266666666666666,18.933333333333334,18.8
2022_17_PIT_BAL,2022,17,BAL,PIT,13,16,0,21.4,18.133333333333333,17.6,21.266666666666666
2022_17_SF_LV,2022,17,LV,SF,34,37,0,23.2,23.333333333333332,25.0,15.333333333333334
2022_18_ARI_SF,2022,18,SF,ARI,38,13,1,25.75,16.5,20.4375,25.6875
2022_18_BAL_CIN,2022,18,CIN,BAL,27,16,1,26.066666666666666,20.4,20.875,18.0
2022_18_CAR_NO,2022,18,NO,CAR,7,10,0,20.1875,20.9375,21.0625,22.9375
2022_18_CLE_PIT,2022,18,PIT,CLE,28,14,1,17.5,20.75,21.6875,22.0625
2022_18_DAL_WAS,2022,18,WAS,DAL,26,6,1,18.4375,21.0625,28.8125,19.75
2022_18_DET_GB,2022,18,GB,DET,16,20,0,22.125,21.9375,27.0625,25.6875
2022_18_HOU_IND,2022,18,IND,HOU,31,32,0,16.125,24.6875,16.0625,24.3125
2022_18_KC_LV,2022,18,LV,KC,13,31,0,23.875,24.1875,29.0625,22.25
2022_18_LAC_DEN,2022,18,DEN,LAC,31,28,1,16.0,20.6875,22.6875,22.0625
2022_18_LA_SEA,2022,18,SEA,LA,19,16,1,24.25,24.0625,18.1875,22.8125
2022_18_MIN_CHI,2022,18,CHI,MIN,13,29,0,19.5625,27.125,24.6875,25.875
2022_18_NE_BUF,2022,18,BUF,NE,35,23,1,28.0,17.533333333333335,21.3125,19.5
2022_18_NYG_PHI,2022,18,PHI,NYG,22,16,1,28.4375,20.5,21.8125,21.8125
2022_18_NYJ_MIA,2022,18,MIA,NYJ,11,6,1,24.125,24.5625,18.125,19.0625
2022_18_TB_ATL,2022,18,ATL,TB,30,17,1,20.9375,23.0625,18.5,20.5
2022_18_TEN_JAX,2022,18,JAX,TEN,20,16,1,24.0,20.875,17.625,21.1875
2022_19_BAL_CIN,2022,19,CIN,BAL,24,17,1,26.125,20.125,20.58823529411765,18.529411764705884
2022_19_DAL_TB,2022,19,TB,DAL,14,31,0,18.41176470588235,21.058823529411764,27.470588235294116,20.11764705882353
2022_19_LAC_JAX,2022,19,JAX,LAC,31,30,1,23.764705882352942,20.58823529411765,23.0,22.58823529411765
2022_19_MIA_BUF,2022,19,BUF,MIA,34,31,1,28.4375,17.875,23.352941176470587,23.470588235294116
2022_19_NYG_MIN,2022,19,MIN,NYG,24,31,0,24.941176470588236,25.11764705882353,21.470588235294116,21.823529411764707
2022_19_SEA_SF,2022,19,SF,SEA,41,23,1,26.470588235294116,16.294117647058822,23.941176470588236,23.58823529411765
2022_20_CIN_BUF,2022,20,BUF,CIN,10,27,0,28.764705882352942,18.647058823529413,26.0,19.941176470588236
2022_20_DAL_SF,2022,20,SF,DAL,19,12,1,27.27777777777778,16.666666666666668,27.666666666666668,19.77777777777778
2022_20_JAX_KC,2022,20,KC,JAX,27,20,1,29.176470588235293,21.705882352941178,24.166666666666668,21.11111111111111
2022_20_NYG_PHI,2022,20,PHI,NYG,38,7,1,28.058823529411764,20.235294117647058,22.0,21.944444444444443
2022_21_CIN_KC,2022,21,KC,CIN,23,20,1,29.055555555555557,21.61111111111111,26.055555555555557,19.38888888888889
2022_21_SF_PHI,2022,21,PHI,SF,31,7,1,28.61111111111111,19.5,26.842105263157894,16.42105263157895
2022_22_KC_PHI,2022,22,PHI,KC,35,38,0,28.736842105263158,18.842105263157894,28.736842105263158,21.526315789473685
2023_01_ARI_WAS,2023,1,WAS,ARI,20,16,1,18.88235294117647,20.176470588235293,20.0,26.41176470588235
2023_01_BUF_NYJ,2023,1,NYJ,BUF,22,16,1,17.41176470588235,18.58823529411765,27.72222222222222,19.11111111111111
2023_01_CAR_ATL,2023,1,ATL,CAR,24,10,1,21.470588235294116,22.705882352941178,20.41176470588235,22.0
2023_01_CIN_CLE,2023,1,CLE,CIN,24,3,1,21.235294117647058,22.41176470588235,25.736842105263158,19.57894736842105
2023_01_DAL_NYG,2023,1,NYG,DAL,0,40,0,21.210526315789473,22.789473684210527,26.842105263157894,19.736842105263158
2023_01_DET_KC,2023,1,KC,DET,20,21,0,29.2,22.2,26.647058823529413,25.11764705882353
2023_01_GB_CHI,2023,1,CHI,GB,20,38,0,19.176470588235293,27.235294117647058,21.764705882352942,21.823529411764707
2023_01_HOU_BAL,2023,1,BAL,HOU,25,9,1,20.38888888888889,18.833333333333332,17.0,24.705882352941178
2023_01_JAX_IND,2023,1,IND,JAX,21,31,0,17.0,25.11764705882353,23.94736842105263,21.42105263157895
2023_01_LA_SEA,2023,1,SEA,LA,13,30,0,23.88888888888889,24.555555555555557,18.058823529411764,22.58823529411765
2023_01_LV_DEN,2023,1,DEN,LV,16,17,0,16.88235294117647,21.11764705882353,23.235294117647058,24.58823529411765
2023_01_MIA_LAC,2023,1,LAC,MIA,34,36,0,23.38888888888889,23.055555555555557,23.77777777777778,24.055555555555557
2023_01_PHI_NE,2023,1,NE,PHI,20,25,0,21.41176470588235,20.41176470588235,29.05,19.8
2023_01_SF_PIT,2023,1,PIT,SF,7,30,0,18.11764705882353,20.352941176470587,25.85,17.15
2023_01_TB_MIN,2023,1,MIN,TB,17,20,0,24.88888888888889,25.444444444444443,18.166666666666668,21.61111111111111
2023_01_TEN_NO,2023,1,NO,TEN,16,15,1,19.41176470588235,20.294117647058822,17.529411764705884,21.11764705882353
2023_02_BAL_CIN,2023,2,CIN,BAL,24,27,0,24.6,19.8,20.63157894736842,18.31578947368421
2023_02_CHI_TB,2023,2,TB,CHI,27,17,1,18.263157894736842,21.36842105263158,19.22222222222222,27.833333333333332
2023_02_CLE_PIT,2023,2,PIT,CLE,26,22,1,17.5,20.88888888888889,21.38888888888889,21.333333333333332
2023_02_GB_ATL,2023,2,ATL,GB,25,24,1,21.61111111111111,22.0,22.666666666666668,21.72222222222222
2023_02_IND_HOU,2023,2,HOU,IND,20,31,0,16.555555555555557,24.72222222222222,17.22222222222222,25.444444444444443
2023_02_KC_JAX,2023,2,JAX,KC,9,17,0,24.3,21.4,28.761904761904763,22.142857142857142
2023_02_LAC_TEN,2023,2,TEN,LAC,27,24,1,17.38888888888889,20.833333333333332,23.94736842105263,23.736842105263158
2023_02_LV_BUF,2023,2,BUF,LV,38,10,1,27.105263157894736,19.263157894736842,22.88888888888889,24.11111111111111
2023_02_MIA_NE,2023,2,NE,MIA,17,24,0,21.333333333333332,20.666666666666668,24.42105263157895,24.57894736842105
2023_02_MIN_PHI,2023,2,PHI,MIN,34,28,1,28.857142857142858,19.80952380952381,24.473684210526315,25.157894736842106
2023_02_NO_CAR,2023,2,CAR,NO,17,20,0,19.833333333333332,22.11111111111111,19.22222222222222,20.0
2023_02_NYG_ARI,2023,2,ARI,NYG,28,31,0,19.77777777777778,26.055555555555557,20.15,23.65
2023_02_NYJ_DAL,2023,2,DAL,NYJ,30,10,1,27.5,18.75,17.666666666666668,18.444444444444443
2023_02_SEA_DET,2023,2,DET,SEA,31,37,0,26.333333333333332,24.833333333333332,23.31578947368421,24.842105263157894
2023_02_SF_LA,2023,2,LA,SF,23,30,0,18.72222222222222,22.055555555555557,26.047619047619047,16.666666666666668
2023_02_WAS_DEN,2023,2,DEN,WAS,33,35,0,16.833333333333332,20.88888888888889,18.944444444444443,19.944444444444443
2023_03_ATL_DET,2023,3,DET,ATL,20,6,1,26.57894736842105,25.473684210526315,21.789473684210527,22.105263157894736
2023_03_BUF_WAS,2023,3,WAS,BUF,3,37,0,19.789473684210527,20.63157894736842,27.65,18.8
2023_03_CAR_SEA,2023,3,SEA,CAR,37,27,1,24.0,25.15,19.68421052631579,22.0
2023_03_CHI_KC,2023,3,KC,CHI,41,10,1,28.227272727272727,21.545454545454547,19.105263157894736,27.789473684210527
2023_03_DAL_ARI,2023,3,ARI,DAL,28,16,1,20.210526315789473,26.31578947368421,27.61904761904762,18.333333333333332
2023_03_DEN_MIA,2023,3,MIA,DEN,70,20,1,24.4,24.2,17.68421052631579,21.63157894736842
2023_03_HOU_JAX,2023,3,JAX,HOU,17,37,0,23.571428571428573,21.19047619047619,16.736842105263158,25.05263157894737
2023_03_IND_BAL,2023,3,BAL,IND,19,22,0,20.95,18.6,17.94736842105263,25.157894736842106
2023_03_LAC_MIN,2023,3,MIN,LAC,24,28,0,24.65,25.6,23.95,23.9
2023_03_LA_CIN,2023,3,CIN,LA,19,16,1,24.571428571428573,20.142857142857142,18.94736842105263,22.473684210526315
2023_03_NE_NYJ,2023,3,NYJ,NE,10,15,0,17.263157894736842,19.05263157894737,21.105263157894736,20.842105263157894
2023_03_NO_GB,2023,3,GB,NO,18,17,1,22.736842105263158,21.894736842105264,19.263157894736842,19.842105263157894
2023_03_NYG_SF,2023,3,SF,NYG,30,12,1,26.227272727272727,16.954545454545453,20.666666666666668,23.857142857142858
2023_03_PHI_TB,2023,3,TB,PHI,11,25,0,18.7,21.15,29.09090909090909,20.181818181818183
2023_03_PIT_LV,2023,3,LV,PIT,18,23,0,22.210526315789473,24.842105263157894,17.94736842105263,20.94736842105263
2023_03_TEN_CLE,2023,3,CLE,TEN,27,3,1,21.42105263157895,21.57894736842105,17.894736842105264,21.0
2023_04_ARI_SF,2023,4,SF,ARI,35,16,1,26.391304347826086,16.73913043478261,20.6,25.8
2023_04_ATL_JAX,2023,4,JAX,ATL,23,7,1,23.272727272727273,21.90909090909091,21.0,22.0
2023_04_BAL_CLE,2023,4,CLE,BAL,3,28,0,21.7,20.65,20.857142857142858,18.761904761904763
2023_04_CIN_TEN,2023,4,TEN,CIN,27,3,1,17.15,21.3,24.318181818181817,19.954545454545453
2023_04_DEN_CHI,2023,4,CHI,DEN,28,31,0,18.65,28.45,17.8,24.05
2023_04_DET_GB,2023,4,GB,DET,20,34,0,22.5,21.65,26.25,24.5
2023_04_KC_NYJ,2023,4,NYJ,KC,20,23,0,16.9,18.85,28.782608695652176,21.043478260869566
2023_04_LA_IND,2023,4,IND,LA,23,29,0,18.15,24.85,18.8,22.3
2023_04_LV_LAC,2023,4,LAC,LV,24,17,1,24.142857142857142,23.904761904761905,22.0,24.75
2023_04_MIA_BUF,2023,4,BUF,MIA,48,20,1,28.095238095238095,18.047619047619047,26.571428571428573,24.0
2023_04_MIN_CAR,2023,4,CAR,MIN,13,21,0,20.05,22.75,24.61904761904762,25.714285714285715
2023_04_NE_DAL,2023,4,DAL,NE,38,3,1,27.09090909090909,18.772727272727273,20.8,20.3
2023_04_PIT_HOU,2023,4,HOU,PIT,30,6,1,17.75,24.65,18.2,20.8
2023_04_SEA_NYG,2023,4,NYG,SEA,3,24,0,20.272727272727273,24.136363636363637,24.61904761904762,25.238095238095237
2023_04_TB_NO,2023,4,NO,TB,9,26,0,19.15,19.75,18.333333333333332,21.333333333333332
2023_04_WAS_PHI,2023,4,PHI,WAS,34,31,1,28.91304347826087,19.782608695652176,18.95,21.45
2023_05_BAL_PIT,2023,5,PIT,BAL,17,10,1,17.61904761904762,21.238095238095237,21.181818181818183,18.045454545454547
2023_05_CAR_DET,2023,5,DET,CAR,42,24,1,26.61904761904762,24.285714285714285,19.714285714285715,22.666666666666668
2023_05_CHI_WAS,2023,5,WAS,CHI,20,40,0,19.523809523809526,22.047619047619047,19.095238095238095,28.571428571428573
2023_05_CIN_ARI,2023,5,ARI,CIN,20,34,0,20.38095238095238,26.238095238095237,23.391304347826086,20.26086956521739
2023_05_DAL_SF,2023,5,SF,DAL,42,10,1,26.75,16.708333333333332,27.565217391304348,18.08695652173913
2023_05_GB_LV,2023,5,LV,GB,17,13,1,21.761904761904763,24.714285714285715,22.38095238095238,22.238095238095237
2023_05_HOU_ATL,2023,5,ATL,HOU,21,19,1,20.333333333333332,22.047619047619047,18.333333333333332,23.761904761904763
2023_05_JAX_BUF,2023,5,BUF,JAX,20,25,0,29.0,18.136363636363637,23.26086956521739,21.26086956521739
2023_05_KC_MIN,2023,5,MIN,KC,20,27,0,24.454545454545453,25.136363636363637,28.541666666666668,21.0
2023_05_NO_NE,2023,5,NE,NO,0,34,0,19.952380952380953,21.142857142857142,18.666666666666668,20.047619047619047
2023_05_NYG_MIA,2023,5,MIA,NYG,31,16,1,26.272727272727273,25.09090909090909,19.52173913043478,24.130434782608695
2023_05_NYJ_DEN,2023,5,DEN,NYJ,21,31,0,18.428571428571427,24.238095238095237,17.047619047619047,19.047619047619047
2023_05_PHI_LA,2023,5,LA,PHI,14,23,0,19.285714285714285,22.333333333333332,29.125,20.25
2023_05_TEN_IND,2023,5,IND,TEN,23,16,1,18.38095238095238,25.047619047619047,17.61904761904762,20.428571428571427
2023_06_ARI_LA,2023,6,LA,ARI,26,9,1,19.045454545454547,22.363636363636363,20.363636363636363,26.59090909090909
2023_06_BAL_TEN,2023,6,TEN,BAL,16,24,0,17.545454545454547,20.545454545454547,20.695652173913043,18.0
2023_06_CAR_MIA,2023,6,MIA,CAR,42,21,1,26.47826086956522,24.695652173913043,19.90909090909091,23.545454545454547
2023_06_DAL_LAC,2023,6,LAC,DAL,17,20,0,24.136363636363637,23.59090909090909,26.833333333333332,19.083333333333332
2023_06_DEN_KC,2023,6,KC,DEN,19,8,1,28.48,20.96,18.545454545454547,24.545454545454547
2023_06_DET_TB,2023,6,TB,DET,6,20,0,18.681818181818183,20.772727272727273,27.318181818181817,24.272727272727273
2023_06_IND_JAX,2023,6,JAX,IND,37,20,1,23.333333333333332,21.208333333333332,18.59090909090909,24.636363636363637
2023_06_MIN_CHI,2023,6,CHI,MIN,13,19,0,20.045454545454547,28.181818181818183,24.26086956521739,25.217391304347824
2023_06_NE_LV,2023,6,LV,NE,21,17,1,21.545454545454547,24.181818181818183,19.045454545454547,21.727272727272727
2023_06_NO_HOU,2023,6,HOU,NO,20,13,1,18.363636363636363,23.636363636363637,19.363636363636363,19.136363636363637
2023_06_NYG_BUF,2023,6,BUF,NYG,14,9,1,28.608695652173914,18.434782608695652,19.375,24.416666666666668
2023_06_PHI_NYJ,2023,6,NYJ,PHI,20,14,1,17.681818181818183,19.136363636363637,28.88,20.0
2023_06_SEA_CIN,2023,6,CIN,SEA,17,13,1,23.833333333333332,20.25,24.59090909090909,24.227272727272727
2023_06_SF_CLE,2023,6,CLE,SF,19,17,1,20.80952380952381,21.0,27.36,16.44
2023_06_WAS_ATL,2023,6,ATL,WAS,16,24,0,20.363636363636363,21.90909090909091,19.545454545454547,22.863636363636363
2023_07_ARI_SEA,2023,7,SEA,ARI,20,10,1,24.08695652173913,23.91304347826087,19.869565217391305,26.565217391304348
2023_07_ATL_TB,2023,7,TB,ATL,13,16,0,18.130434782608695,20.73913043478261,20.17391304347826,22.0
2023_07_BUF_NE,2023,7,NE,BUF,29,25,1,18.956521739130434,21.695652173913043,28.0,18.041666666666668
2023_07_CLE_IND,2023,7,IND,CLE,38,39,0,18.652173913043477,25.17391304347826,20.727272727272727,20.818181818181817
2023_07_DET_BAL,2023,7,BAL,DET,38,6,1,20.833333333333332,17.916666666666668,27.0,23.47826086956522
2023_07_GB_DEN,2023,7,DEN,GB,19,17,1,18.08695652173913,24.304347826086957,21.954545454545453,22.0
2023_07_JAX_NO,2023,7,NO,JAX,24,31,0,19.08695652173913,19.17391304347826,23.88,21.16
2023_07_LAC_KC,2023,7,KC,LAC,31,17,1,28.115384615384617,20.46153846153846,23.82608695652174,23.434782608695652
2023_07_LV_CHI,2023,7,CHI,LV,30,12,1,19.73913043478261,27.782608695652176,21.52173913043478,23.869565217391305
2023_07_MIA_PHI,2023,7,PHI,MIA,31,17,1,28.307692307692307,20.0,27.125,24.541666666666668
2023_07_PIT_LA,2023,7,LA,PIT,17,24,0,19.347826086956523,21.782608695652176,17.59090909090909,20.727272727272727
2023_07_SF_MIN,2023,7,MIN,SF,22,17,1,24.041666666666668,24.708333333333332,26.96153846153846,16.53846153846154
2023_07_WAS_NYG,2023,7,NYG,WAS,14,7,1,18.96,24.0,19.73913043478261,22.565217391304348
2023_08_ATL_TEN,2023,8,TEN,ATL,28,23,1,17.47826086956522,20.695652173913043,20.0,21.625
2023_08_BAL_ARI,2023,8,ARI,BAL,24,31,0,19.458333333333332,26.291666666666668,21.52,17.44
2023_08_CHI_LAC,2023,8,LAC,CHI,30,13,1,23.541666666666668,23.75,20.166666666666668,27.125
2023_08_CIN_SF,2023,8,SF,CIN,17,31,0,26.59259259259259,16.74074074074074,23.56,19.96
2023_08_CLE_SEA,2023,8,SEA,CLE,24,20,1,23.916666666666668,23.333333333333332,21.52173913043478,21.565217391304348
2023_08_HOU_CAR,2023,8,CAR,HOU,15,13,1,19.956521739130434,24.347826086956523,18.434782608695652,23.17391304347826
2023_08_JAX_PIT,2023,8,PIT,JAX,10,20,0,17.869565217391305,20.565217391304348,24.153846153846153,21.26923076923077
2023_08_KC_DEN,2023,8,DEN,KC,24,9,1,18.125,24.0,28.22222222222222,20.333333333333332
2023_08_LA_DAL,2023,8,DAL,LA,43,20,1,26.56,19.0,19.25,21.875
2023_08_LV_DET,2023,8,DET,LV,26,14,1,26.125,24.083333333333332,21.125,24.125
2023_08_MIN_GB,2023,8,GB,MIN,10,24,0,21.73913043478261,21.869565217391305,23.96,24.4
2023_08_NE_MIA,2023,8,MIA,NE,31,17,1,26.72,24.8,19.375,21.833333333333332
2023_08_NO_IND,2023,8,IND,NO,27,38,0,19.458333333333332,25.75,19.291666666666668,19.666666666666668
2023_08_NYJ_NYG,2023,8,NYG,NYJ,10,13,0,18.76923076923077,23.346153846153847,17.782608695652176,18.91304347826087
2023_08_PHI_WAS,2023,8,WAS,PHI,31,38,0,19.208333333333332,22.208333333333332,28.40740740740741,19.88888888888889
2023_08_TB_BUF,2023,8,BUF,TB,24,18,1,27.88,18.48,17.916666666666668,20.541666666666668
2023_09_ARI_CLE,2023,9,CLE,ARI,27,0,1,21.458333333333332,21.666666666666668,19.64,26.48
2023_09_BUF_CIN,2023,9,CIN,BUF,24,18,1,23.846153846153847,19.846153846153847,27.73076923076923,18.46153846153846
2023_09_CHI_NO,2023,9,NO,CHI,24,17,1,20.04,19.96,19.88,27.24
2023_09_DAL_PHI,2023,9,PHI,DAL,28,23,1,28.75,20.285714285714285,27.192307692307693,19.03846153846154
2023_09_IND_CAR,2023,9,CAR,IND,13,27,0,19.75,23.875,19.76,26.24
2023_09_LAC_NYJ,2023,9,NYJ,LAC,6,27,0,17.583333333333332,18.541666666666668,23.8,23.32
2023_09_LA_GB,2023,9,GB,LA,20,3,1,21.25,21.958333333333332,19.28,22.72
2023_09_MIA_KC,2023,9,KC,MIA,21,14,1,27.535714285714285,20.464285714285715,26.884615384615383,24.5
2023_09_MIN_ATL,2023,9,ATL,MIN,28,31,0,20.12,21.88,23.96153846153846,23.846153846153847
2023_09_NYG_LV,2023,9,LV,NYG,30,6,1,20.84,24.2,18.444444444444443,22.962962962962962
2023_09_SEA_BAL,2023,9,BAL,SEA,37,3,1,21.884615384615383,17.692307692307693,23.92,23.2
2023_09_TB_HOU,2023,9,HOU,TB,39,37,1,18.208333333333332,22.833333333333332,17.92,20.68
2023_09_TEN_PIT,2023,9,PIT,TEN,20,16,1,17.541666666666668,20.541666666666668,17.916666666666668,20.791666666666668
2023_09_WAS_NE,2023,9,NE,WAS,17,20,0,19.28,22.2,19.68,22.84
2023_10_ATL_ARI,2023,10,ARI,ATL,25,23,1,18.884615384615383,26.5,20.423076923076923,22.23076923076923
2023_10_CAR_CHI,2023,10,CHI,CAR,16,13,1,19.76923076923077,27.115384615384617,19.48,24.0
2023_10_CLE_BAL,2023,10,BAL,CLE,31,33,0,22.444444444444443,17.14814814814815,21.68,20.8
2023_10_DEN_BUF,2023,10,BUF,DEN,22,24,0,27.37037037037037,18.666666666666668,18.36,23.4
2023_10_DET_LAC,2023,10,LAC,DET,38,41,0,23.923076923076923,22.653846153846153,26.12,23.68
2023_10_GB_PIT,2023,10,PIT,GB,23,19,1,17.64,20.36,21.2,21.2
2023_10_HOU_CIN,2023,10,CIN,HOU,27,30,0,23.85185185185185,19.77777777777778,19.04,23.4
2023_10_IND_NE,2023,10,NE,IND,6,10,0,19.192307692307693,22.115384615384617,20.03846153846154,25.73076923076923
2023_10_NO_MIN,2023,10,MIN,NO,27,19,1,24.22222222222222,24.0,20.192307692307693,19.846153846153847
2023_10_NYG_DAL,2023,10,DAL,NYG,49,17,1,27.037037037037038,19.37037037037037,18.0,23.214285714285715
2023_10_NYJ_LV,2023,10,LV,NYJ,16,12,1,21.192307692307693,23.5,17.12,18.88
2023_10_SF_JAX,2023,10,JAX,SF,3,34,0,24.0,20.85185185185185,26.25,17.25
2023_10_TEN_TB,2023,10,TB,TEN,20,6,1,18.653846153846153,21.384615384615383,17.84,20.76
2023_10_WAS_SEA,2023,10,SEA,WAS,29,26,1,23.115384615384617,23.73076923076923,19.692307692307693,22.615384615384617
2023_11_ARI_HOU,2023,11,HOU,ARI,21,16,1,19.46153846153846,23.53846153846154,19.11111111111111,26.37037037037037
2023_11_CHI_DET,2023,11,DET,CHI,31,26,1,26.692307692307693,24.23076923076923,19.62962962962963,26.59259259259259
2023_11_CIN_BAL,2023,11,BAL,CIN,34,20,1,22.75,17.714285714285715,23.964285714285715,20.142857142857142
2023_11_DAL_CAR,2023,11,CAR,DAL,10,33,0,19.23076923076923,23.692307692307693,27.821428571428573,19.285714285714285
2023_11_LAC_GB,2023,11,GB,LAC,23,20,1,21.115384615384617,21.26923076923077,24.444444444444443,23.333333333333332
2023_11_LV_MIA,2023,11,MIA,LV,20,13,1,26.40740740740741,24.37037037037037,21.0,23.074074074074073
2023_11_MIN_DEN,2023,11,DEN,MIN,21,20,1,18.576923076923077,23.346153846153847,24.321428571428573,23.821428571428573
2023_11_NYG_WAS,2023,11,WAS,NYG,19,31,0,19.925925925925927,22.85185185185185,17.96551724137931,24.103448275862068
2023_11_NYJ_BUF,2023,11,BUF,NYJ,32,6,1,27.178571428571427,18.857142857142858,16.923076923076923,18.76923076923077
2023_11_PHI_KC,2023,11,KC,PHI,17,21,0,27.310344827586206,20.24137931034483,28.724137931034484,20.379310344827587
2023_11_PIT_CLE,2023,11,CLE,PIT,13,10,1,22.115384615384617,21.192307692307693,17.846153846153847,20.307692307692307
2023_11_SEA_LA,2023,11,LA,SEA,17,16,1,18.653846153846153,22.615384615384617,23.333333333333332,23.814814814814813
2023_11_TB_SF,2023,11,SF,TB,27,14,1,26.517241379310345,16.75862068965517,18.703703703703702,20.814814814814813
2023_11_TEN_JAX,2023,11,JAX,TEN,34,14,1,23.25,21.321428571428573,17.384615384615383,20.73076923076923
2023_12_BAL_LAC,2023,12,LAC,BAL,10,20,0,24.285714285714285,23.321428571428573,23.137931034482758,17.79310344827586
2023_12_BUF_PHI,2023,12,PHI,BUF,37,34,1,28.466666666666665,20.266666666666666,27.344827586206897,18.413793103448278
2023_12_CAR_TEN,2023,12,TEN,CAR,17,10,1,17.25925925925926,21.22222222222222,18.88888888888889,24.037037037037038
2023_12_CHI_MIN,2023,12,MIN,CHI,10,12,0,24.17241379310345,23.724137931034484,19.857142857142858,26.75
2023_12_CLE_DEN,2023,12,DEN,CLE,29,12,1,18.666666666666668,23.22222222222222,21.77777777777778,20.77777777777778
2023_12_GB_DET,2023,12,DET,GB,22,29,0,26.85185185185185,24.296296296296298,21.185185185185187,21.22222222222222
2023_12_JAX_HOU,2023,12,HOU,JAX,21,24,0,19.51851851851852,23.25925925925926,23.620689655172413,21.06896551724138
2023_12_KC_LV,2023,12,LV,KC,17,31,0,20.714285714285715,22.964285714285715,26.966666666666665,20.266666666666666
2023_12_LA_ARI,2023,12,ARI,LA,14,37,0,19.0,26.178571428571427,18.59259259259259,22.37037037037037
2023_12_MIA_NYJ,2023,12,NYJ,MIA,13,34,0,16.51851851851852,19.25925925925926,26.178571428571427,23.964285714285715
2023_12_NE_NYG,2023,12,NYG,NE,10,7,1,18.4,23.933333333333334,18.703703703703702,21.666666666666668
2023_12_NO_ATL,2023,12,ATL,NO,24,15,1,20.51851851851852,22.333333333333332,20.14814814814815,20.11111111111111
2023_12_PIT_CIN,2023,12,CIN,PIT,10,16,0,23.82758620689655,20.620689655172413,17.555555555555557,20.037037037037038
2023_12_SF_SEA,2023,12,SEA,SF,13,31,0,23.071428571428573,23.571428571428573,26.533333333333335,16.666666666666668
2023_12_TB_IND,2023,12,IND,TB,27,20,1,19.666666666666668,25.0,18.535714285714285,21.035714285714285
2023_12_WAS_DAL,2023,12,DAL,WAS,45,10,1,28.0,18.96551724137931,19.892857142857142,23.142857142857142
2023_13_ARI_PIT,2023,13,PIT,ARI,10,24,0,17.5,19.678571428571427,18.82758620689655,26.551724137931036
2023_13_ATL_NYJ,2023,13,NYJ,ATL,8,13,0,16.392857142857142,19.785714285714285,20.642857142857142,22.071428571428573
2023_13_CAR_TB,2023,13,TB,CAR,21,18,1,18.586206896551722,21.24137931034483,18.571428571428573,23.785714285714285
2023_13_CIN_JAX,2023,13,JAX,CIN,31,34,0,23.633333333333333,21.066666666666666,23.366666666666667,20.466666666666665
2023_13_CLE_LA,2023,13,LA,CLE,36,19,1,19.25,22.071428571428573,21.428571428571427,21.071428571428573
2023_13_DEN_HOU,2023,13,HOU,DEN,22,17,1,19.571428571428573,23.285714285714285,19.035714285714285,22.821428571428573
2023_13_DET_NO,2023,13,NO,DET,28,33,0,19.964285714285715,20.25,26.678571428571427,24.464285714285715
2023_13_IND_TEN,2023,13,TEN,IND,28,31,0,17.25,20.821428571428573,19.928571428571427,24.821428571428573
2023_13_KC_GB,2023,13,GB,KC,27,19,1,21.464285714285715,21.25,27.096774193548388,20.161290322580644
2023_13_LAC_NE,2023,13,NE,LAC,0,6,0,18.285714285714285,21.25,23.79310344827586,23.20689655172414
2023_13_MIA_WAS,2023,13,WAS,MIA,15,45,0,19.551724137931036,23.896551724137932,26.448275862068964,23.586206896551722
2023_13_SEA_DAL,2023,13,DAL,SEA,41,35,1,28.566666666666666,18.666666666666668,22.724137931034484,23.82758620689655
2023_13_SF_PHI,2023,13,PHI,SF,19,42,0,28.741935483870968,20.70967741935484,26.677419354838708,16.548387096774192
2023_14_BUF_KC,2023,14,KC,BUF,17,20,0,26.84375,20.375,27.566666666666666,19.033333333333335
2023_14_CAR_NO,2023,14,NO,CAR,28,6,1,20.24137931034483,20.689655172413794,18.551724137931036,23.689655172413794
2023_14_DEN_LAC,2023,14,LAC,DEN,7,24,0,23.2,22.433333333333334,18.96551724137931,22.79310344827586
2023_14_DET_CHI,2023,14,CHI,DET,28,13,1,19.586206896551722,26.17241379310345,26.896551724137932,24.586206896551722
2023_14_GB_NYG,2023,14,NYG,GB,24,22,1,18.129032258064516,23.387096774193548,21.655172413793103,21.17241379310345
2023_14_HOU_NYJ,2023,14,NYJ,HOU,30,6,1,16.103448275862068,19.551724137931036,19.655172413793103,23.06896551724138
2023_14_IND_CIN,2023,14,CIN,IND,34,14,1,23.70967741935484,20.806451612903224,20.310344827586206,24.93103448275862
2023_14_JAX_CLE,2023,14,CLE,JAX,31,27,1,21.344827586206897,21.586206896551722,23.870967741935484,21.483870967741936
2023_14_LA_BAL,2023,14,BAL,LA,37,31,1,23.033333333333335,17.533333333333335,19.82758620689655,21.96551724137931
2023_14_MIN_LV,2023,14,LV,MIN,0,3,0,20.586206896551722,23.24137931034483,23.7,23.333333333333332
2023_14_NE_PIT,2023,14,PIT,NE,18,21,0,17.24137931034483,19.82758620689655,17.655172413793103,20.724137931034484
2023_14_PHI_DAL,2023,14,DAL,PHI,33,13,1,28.967741935483872,19.193548387096776,28.4375,21.375
