game_id,season,week,home_team,away_team,home_score,away_score,home_win,home_team_avg_points_for,home_team_avg_points_against,away_team_avg_points_for,away_team_avg_points_against,home_recent_form,away_recent_form,home_field_advantage
2025_13_MIN_SEA,2025,13,SEA,MIN,26.0,0.0,1,29.454545454545453,19.727272727272727,20.363636363636363,23.181818181818183,31.6,15.8,1
2025_13_NO_MIA,2025,13,MIA,NO,21.0,17.0,1,20.545454545454547,24.454545454545453,15.0,24.90909090909091,18.4,10.8,1
2025_13_NYG_NE,2025,13,NE,NYG,33.0,15.0,1,26.5,18.833333333333332,22.0,27.833333333333332,27.4,22.2,1
2025_13_SF_CLE,2025,13,CLE,SF,8.0,26.0,0,16.90909090909091,22.181818181818183,23.416666666666668,21.75,20.8,27.2,1
2025_14_CHI_GB,2025,14,GB,CHI,28.0,21.0,1,24.5,18.833333333333332,26.083333333333332,25.583333333333332,20.2,29.0,1
2025_14_CIN_BUF,2025,14,BUF,CIN,39.0,34.0,1,28.083333333333332,21.583333333333332,23.333333333333332,31.166666666666668,26.0,28.8,1
2025_14_DAL_DET,2025,14,DET,DAL,44.0,30.0,1,29.166666666666668,22.833333333333332,29.25,28.5,27.0,25.8,1
2025_14_DEN_LV,2025,14,LV,DEN,17.0,24.0,0,14.916666666666666,25.666666666666668,23.666666666666668,18.166666666666668,15.2,24.2,1
2025_14_HOU_KC,2025,14,KC,HOU,10.0,20.0,0,25.416666666666668,19.333333333333332,21.916666666666668,16.5,23.8,22.0,1
2025_14_IND_JAX,2025,14,JAX,IND,36.0,19.0,1,24.333333333333332,21.083333333333332,29.75,20.75,29.2,25.0,1
2025_14_LA_ARI,2025,14,ARI,LA,17.0,45.0,0,22.083333333333332,25.25,27.833333333333332,17.5,22.4,31.8,1
2025_14_MIA_NYJ,2025,14,NYJ,MIA,10.0,34.0,0,20.5,26.25,20.583333333333332,23.833333333333332,23.4,21.4,1
2025_14_NO_TB,2025,14,TB,NO,20.0,24.0,0,23.25,25.083333333333332,15.166666666666666,24.583333333333332,21.0,11.4,1
2025_14_PHI_LAC,2025,14,LAC,PHI,22.0,19.0,1,23.083333333333332,21.0,22.5,20.75,25.2,20.0,1
2025_14_PIT_BAL,2025,14,BAL,PIT,22.0,27.0,0,24.083333333333332,24.416666666666668,23.416666666666668,24.083333333333332,23.0,21.2,1
2025_14_SEA_ATL,2025,14,ATL,SEA,9.0,37.0,0,20.25,23.0,29.166666666666668,18.083333333333332,24.6,31.4,1
2025_14_TEN_CLE,2025,14,CLE,TEN,29.0,31.0,0,16.166666666666668,22.5,14.166666666666666,27.333333333333332,16.2,14.8,1
2025_14_WAS_MIN,2025,14,MIN,WAS,31.0,0.0,1,18.666666666666668,23.416666666666668,21.833333333333332,26.916666666666668,13.8,16.4,1
2025_15_ARI_HOU,2025,15,HOU,ARI,40.0,20.0,1,21.76923076923077,16.0,21.692307692307693,26.76923076923077,23.0,20.4,1
2025_15_ATL_TB,2025,15,TB,ATL,28.0,29.0,0,23.0,25.0,19.384615384615383,24.076923076923077,20.4,21.8,1
2025_15_BAL_CIN,2025,15,CIN,BAL,0.0,24.0,0,24.153846153846153,31.76923076923077,23.923076923076923,24.615384615384617,28.0,21.8,1
2025_15_BUF_NE,2025,15,NE,BUF,31.0,35.0,0,27.0,18.53846153846154,28.923076923076923,22.53846153846154,27.6,28.2,1
2025_15_CAR_NO,2025,15,NO,CAR,20.0,17.0,1,15.846153846153847,24.23076923076923,19.0,22.846153846153847,15.6,18.6,1
2025_15_CLE_CHI,2025,15,CHI,CLE,31.0,3.0,1,25.692307692307693,25.76923076923077,17.153846153846153,23.153846153846153,23.8,19.4,1
2025_15_DET_LA,2025,15,LA,DET,41.0,34.0,1,29.153846153846153,17.46153846153846,30.307692307692307,23.384615384615383,34.0,31.0,1
2025_15_GB_DEN,2025,15,DEN,GB,34.0,26.0,1,23.692307692307693,18.076923076923077,24.76923076923077,19.0,20.2,23.2,1
2025_15_IND_SEA,2025,15,SEA,IND,18.0,16.0,1,29.76923076923077,17.384615384615383,28.923076923076923,21.923076923076923,31.2,21.2,1
2025_15_LAC_KC,2025,15,KC,LAC,13.0,16.0,0,24.23076923076923,19.384615384615383,23.0,20.846153846153847,20.2,22.2,1
2025_15_LV_PHI,2025,15,PHI,LV,31.0,0.0,1,22.23076923076923,20.846153846153847,15.076923076923077,25.53846153846154,16.2,12.8,1
2025_15_MIA_PIT,2025,15,PIT,MIA,28.0,15.0,1,23.692307692307693,23.923076923076923,21.615384615384617,22.76923076923077,21.2,21.4,1
2025_15_MIN_DAL,2025,15,DAL,MIN,26.0,34.0,0,29.307692307692307,29.692307692307693,19.615384615384617,21.615384615384617,27.0,14.6,1
2025_15_NYJ_JAX,2025,15,JAX,NYJ,48.0,20.0,1,25.23076923076923,20.923076923076923,19.692307692307693,26.846153846153847,30.4,17.6,1
2025_15_TEN_SF,2025,15,SF,TEN,37.0,24.0,1,23.615384615384617,20.692307692307693,15.461538461538462,27.46153846153846,29.4,18.2,1
2025_15_WAS_NYG,2025,15,NYG,WAS,21.0,29.0,0,21.46153846153846,28.23076923076923,20.153846153846153,27.23076923076923,21.2,15.0,1
2025_16_ATL_ARI,2025,16,ARI,ATL,19.0,26.0,0,21.571428571428573,27.714285714285715,20.071428571428573,24.357142857142858,20.0,22.6,1
2025_16_BUF_CLE,2025,16,CLE,BUF,20.0,23.0,0,16.142857142857142,23.714285714285715,29.357142857142858,23.142857142857142,16.0,32.6,1
2025_16_CIN_MIA,2025,16,MIA,CIN,21.0,45.0,0,21.142857142857142,23.142857142857142,22.428571428571427,31.214285714285715,23.2,19.6,1
2025_16_GB_CHI,2025,16,CHI,GB,22.0,16.0,1,26.071428571428573,24.142857142857142,24.857142857142858,20.071428571428573,25.2,27.0,1
2025_16_JAX_DEN,2025,16,DEN,JAX,20.0,34.0,0,24.428571428571427,18.642857142857142,26.857142857142858,20.857142857142858,23.4,34.2,1
2025_16_KC_TEN,2025,16,TEN,KC,26.0,9.0,1,16.071428571428573,28.142857142857142,23.428571428571427,19.142857142857142,19.0,18.6,1
2025_16_LAC_DAL,2025,16,DAL,LAC,17.0,34.0,0,29.071428571428573,30.0,22.5,20.285714285714285,28.8,20.0,1
2025_16_LA_SEA,2025,16,SEA,LA,38.0,37.0,1,28.928571428571427,17.285714285714285,30.0,18.642857142857142,26.0,33.8,1
2025_16_LV_HOU,2025,16,HOU,LV,23.0,21.0,1,23.071428571428573,16.285714285714285,14.0,25.928571428571427,23.8,11.4,1
2025_16_MIN_NYG,2025,16,NYG,MIN,13.0,16.0,0,21.428571428571427,28.285714285714285,20.642857142857142,21.928571428571427,20.6,17.6,1
2025_16_NE_BAL,2025,16,BAL,NE,24.0,28.0,0,23.928571428571427,22.857142857142858,27.285714285714285,19.714285714285715,21.2,29.0,1
2025_16_NYJ_NO,2025,16,NO,NYJ,29.0,6.0,1,16.142857142857142,23.714285714285715,19.714285714285715,28.357142857142858,17.6,16.2,1
2025_16_PHI_WAS,2025,16,WAS,PHI,18.0,29.0,0,20.785714285714285,26.785714285714285,22.857142857142858,19.357142857142858,18.0,20.4,1
2025_16_PIT_DET,2025,16,DET,PIT,24.0,29.0,0,30.571428571428573,24.642857142857142,24.0,23.285714285714285,29.0,24.8,1
2025_16_SF_IND,2025,16,IND,SF,27.0,48.0,0,28.0,21.642857142857142,24.571428571428573,20.928571428571427,20.4,30.0,1
2025_16_TB_CAR,2025,16,CAR,TB,23.0,20.0,1,18.857142857142858,22.642857142857142,23.357142857142858,25.285714285714285,18.8,21.4,1
